56667,LLL,0.66,0.66,NULL,INSTR_012,0,NULL,0
80717,LLL,0.953333333333333,0.953333333333333,NULL,INSTR_012,0,NULL,0.981481481481482
299949,LLL,0.47,0.47,NULL,INSTR_012,0,NULL,0
367151,LLL,0.61,0.61,NULL,INSTR_012,0,NULL,0.05
370859,LLL,0.829333333333333,0.829333333333333,NULL,INSTR_012,0,NULL,0
371184,LLL,1,1,NULL,INSTR_012,0,NULL,0
380894,LLL,0.2,0.2,NULL,INSTR_012,0,NULL,0.0666666666666667
400632,LLL,0.89,0.89,NULL,INSTR_012,0,NULL,0.125
401486,LLL,0.966666666666667,0.966666666666667,NULL,INSTR_012,0,NULL,0
406541,LLL,0.72,0.72,NULL,INSTR_012,0,NULL,0.272727272727273
406698,LLL,0.893333333333333,0.893333333333333,NULL,INSTR_012,0,NULL,0.111111111111111
419059,LLL,0.9,0.9,NULL,INSTR_012,0,NULL,0.36
477451,LLL,0.686666666666667,0.686666666666667,NULL,INSTR_012,0,NULL,0
478212,LLL,0.71,0.71,NULL,INSTR_012,0,NULL,0
496671,LLL,0.83,0.83,NULL,INSTR_012,0,NULL,0.314814814814815
533689,LLL,0.666666666666667,0.666666666666667,NULL,INSTR_012,0,NULL,0
535161,LLL,0.893333333333333,0.893333333333333,NULL,INSTR_012,0,NULL,0.6
543599,LLL,1,1,NULL,INSTR_012,0,NULL,0.464285714285714
546250,LLL,0.52,0.52,NULL,INSTR_012,0,NULL,0
550651,LLL,0.82,0.82,NULL,INSTR_012,0,NULL,0.269230769230769
553813,LLL,0.77,0.77,NULL,INSTR_012,0,NULL,0
560072,LLL,0.94,0.94,NULL,INSTR_012,0,NULL,0.43609022556391
173412,OOO,0.79,0.79,NULL,INSTR_015,0,NULL,0
191896,OOO,0.573333333333333,0.573333333333333,NULL,INSTR_015,0,NULL,0.111111111111111
266514,OOO,0.566666666666667,0.566666666666667,NULL,INSTR_015,0,NULL,0.307692307692308
269676,OOO,0.706666666666667,0.706666666666667,NULL,INSTR_015,0,NULL,0.104166666666667
300592,OOO,0.728,0.728,NULL,INSTR_015,0,NULL,0.19047619047619
306944,OOO,0.82,0.82,NULL,INSTR_015,0,NULL,0.666666666666667
334134,OOO,0.51,0.51,NULL,INSTR_015,0,NULL,0.4
380894,OOO,0.784,0.784,NULL,INSTR_015,0,NULL,0.0666666666666667
419059,OOO,0.97,0.97,NULL,INSTR_015,0,NULL,0.36
420720,OOO,0.77,0.77,NULL,INSTR_015,0,NULL,0.416666666666667
510693,OOO,0.67,0.67,NULL,INSTR_015,0,NULL,0
513283,OOO,0.585,0.585,NULL,INSTR_015,0,NULL,0
551805,OOO,0.73,0.73,NULL,INSTR_015,0,NULL,0.0689655172413793
556660,OOO,0.753333333333333,0.753333333333333,NULL,INSTR_015,0,NULL,0.0377358490566038
557846,OOO,0.78,0.78,NULL,INSTR_015,0,NULL,0.444444444444444
559754,OOO,0.71,0.71,NULL,INSTR_015,0,NULL,0.22680412371134
561865,OOO,0.59,0.59,NULL,INSTR_015,0,NULL,0.112903225806452
563787,OOO,0.82,0.82,NULL,INSTR_015,0,NULL,0.151515151515152
580842,OOO,0.88,0.88,NULL,INSTR_015,0,NULL,0.153846153846154
581414,OOO,1,1,NULL,INSTR_015,0,NULL,0
583775,OOO,0.84,0.84,NULL,INSTR_015,0,NULL,0.0357142857142857
586876,OOO,0.74,0.74,NULL,INSTR_015,0,NULL,0.222222222222222
589559,OOO,0.79,0.79,NULL,INSTR_015,0,NULL,0.032258064516129
593903,OOO,0.635,0.635,NULL,INSTR_015,0,NULL,0.380952380952381
596368,OOO,0.71,0.71,NULL,INSTR_015,0,NULL,0.0357142857142857
598176,OOO,0.8,0.8,NULL,INSTR_015,0,NULL,0
599837,OOO,0.72,0.72,NULL,INSTR_015,0,NULL,0.125
598176,GGG,0.6,0.6,NULL,INSTR_007,0,NULL,0
599355,GGG,0.76,0.76,NULL,INSTR_007,0,NULL,0
600566,GGG,0.6,0.6,NULL,INSTR_007,0,NULL,0
604685,GGG,0.888,0.888,NULL,INSTR_007,0,NULL,0.333333333333333
605771,GGG,0.66,0.66,NULL,INSTR_007,0,NULL,0.593939393939394
608672,GGG,0.65,0.65,NULL,INSTR_007,0,NULL,0
616660,GGG,0.83,0.83,NULL,INSTR_007,0,NULL,0.58974358974359
620629,GGG,0.352,0.352,NULL,INSTR_007,0,NULL,0
628117,GGG,0.7075,0.7075,NULL,INSTR_007,0,NULL,0
628506,GGG,0.728333333333333,0.728333333333333,NULL,INSTR_007,0,NULL,0
630896,GGG,1,1,NULL,INSTR_007,0,NULL,0.142857142857143
632554,GGG,1,1,NULL,INSTR_007,0,NULL,0.178571428571429
635233,GGG,0.672,0.672,NULL,INSTR_007,0,NULL,0
646508,GGG,0.876,0.876,NULL,INSTR_007,0,NULL,0
654914,GGG,0.848,0.848,NULL,INSTR_007,0,NULL,0.333333333333333
681154,GGG,0.8,0.8,NULL,INSTR_007,0,NULL,0.272727272727273
684987,GGG,0.848,0.848,NULL,INSTR_007,0,NULL,0
689124,GGG,0.9,0.9,NULL,INSTR_007,0,NULL,0.0294117647058824
694490,GGG,0.88,0.88,NULL,INSTR_007,0,NULL,0
2115250,GGG,0.74,0.74,NULL,INSTR_007,0,NULL,0.333333333333333
2342238,GGG,0.5,0.5,NULL,INSTR_007,0,NULL,0
2621695,GGG,0.776,0.776,NULL,INSTR_007,0,NULL,0.166666666666667
2634238,GGG,0.672,0.672,NULL,INSTR_007,0,NULL,0.1
2681277,GGG,0.94,0.94,NULL,INSTR_007,0,NULL,0
56667,HHH,0.685,0.685,NULL,INSTR_008,0,NULL,0
132157,HHH,0.66,0.66,NULL,INSTR_008,0,NULL,0.0357142857142857
142092,HHH,1,1,NULL,INSTR_008,0,NULL,0
142310,HHH,0.865,0.865,NULL,INSTR_008,0,NULL,0.0769230769230769
173412,HHH,0.876666666666667,0.876666666666667,NULL,INSTR_008,0,NULL,0
273877,HHH,0.79,0.79,NULL,INSTR_008,0,NULL,0
276717,HHH,0.893333333333333,0.893333333333333,NULL,INSTR_008,0,NULL,0.954545454545455
312960,HHH,0.855,0.855,NULL,INSTR_008,0,NULL,0
324331,HHH,0.84,0.84,NULL,INSTR_008,0,NULL,0
353093,HHH,0.826666666666667,0.826666666666667,NULL,INSTR_008,0,NULL,0.567567567567568
537133,GGG,0.58,0.58,NULL,INSTR_007,0,NULL,0.102564102564103
551805,GGG,0.74,0.74,NULL,INSTR_007,0,NULL,0.0689655172413793
552441,GGG,0.86,0.86,NULL,INSTR_007,0,NULL,0.45045045045045
556660,GGG,0.746666666666667,0.746666666666667,NULL,INSTR_007,0,NULL,0.0377358490566038
560072,GGG,0.94,0.94,NULL,INSTR_007,0,NULL,0.43609022556391
569589,GGG,0.79,0.79,NULL,INSTR_007,0,NULL,0.333333333333333
574351,GGG,0.752,0.752,NULL,INSTR_007,0,NULL,0
578820,GGG,0.9,0.9,NULL,INSTR_007,0,NULL,0.157894736842105
579081,GGG,0.905,0.905,NULL,INSTR_007,0,NULL,0.636363636363636
588280,GGG,0.968,0.968,NULL,INSTR_007,0,NULL,0.611111111111111
593546,GGG,0.82,0.82,NULL,INSTR_007,0,NULL,0
597097,GGG,0.59,0.59,NULL,INSTR_007,0,NULL,0
599176,GGG,0.952,0.952,NULL,INSTR_007,0,NULL,0.5
603763,GGG,0.74,0.74,NULL,INSTR_007,0,NULL,0
606864,GGG,0.78,0.78,NULL,INSTR_007,0,NULL,0
621690,GGG,0.84,0.84,NULL,INSTR_007,0,NULL,0
621722,GGG,0.85,0.85,NULL,INSTR_007,0,NULL,0.12962962962963
626159,GGG,0.785,0.785,NULL,INSTR_007,0,NULL,0.322429906542056
631850,GGG,0.933333333333333,0.933333333333333,NULL,INSTR_007,0,NULL,0.125
633504,GGG,0.845,0.845,NULL,INSTR_007,0,NULL,0.248175182481752
633722,GGG,0.913333333333333,0.913333333333333,NULL,INSTR_007,0,NULL,0.116279069767442
644904,GGG,0.776,0.776,NULL,INSTR_007,0,NULL,0
648487,GGG,0.75,0.75,NULL,INSTR_007,0,NULL,0
2482994,KKK,1,1,NULL,INSTR_011,0,NULL,0
2537777,KKK,0.54,0.54,NULL,INSTR_011,0,NULL,0.0606060606060606
78255,LLL,0.632,0.632,NULL,INSTR_012,0,NULL,0
117510,LLL,0.905,0.905,NULL,INSTR_012,0,NULL,0.027027027027027
126337,LLL,0.64,0.64,NULL,INSTR_012,0,NULL,0.446428571428571
134025,LLL,0.913333333333333,0.913333333333333,NULL,INSTR_012,0,NULL,0.238095238095238
159293,LLL,0.86,0.86,NULL,INSTR_012,0,NULL,0.333333333333333
245494,LLL,0.86,0.86,NULL,INSTR_012,0,NULL,0.241379310344828
266922,LLL,0.85,0.85,NULL,INSTR_012,0,NULL,0
269730,LLL,0.87,0.87,NULL,INSTR_012,0,NULL,0.146341463414634
347809,LLL,1,1,NULL,INSTR_012,0,NULL,0.0862068965517241
410281,LLL,1,1,NULL,INSTR_012,0,NULL,0.333333333333333
419924,LLL,0.75,0.75,NULL,INSTR_012,0,NULL,0.0909090909090909
425257,LLL,0.2,0.2,NULL,INSTR_012,0,NULL,0
431005,LLL,0.796666666666667,0.796666666666667,NULL,INSTR_012,0,NULL,0
432724,LLL,1,1,NULL,INSTR_012,0,NULL,0
435282,LLL,0.396,0.396,NULL,INSTR_012,0,NULL,0.235294117647059
441165,LLL,0.72,0.72,NULL,INSTR_012,0,NULL,0.0333333333333333
467506,LLL,0.8,0.8,NULL,INSTR_012,0,NULL,0.0116279069767442
469977,LLL,0.905,0.905,NULL,INSTR_012,0,NULL,0.0952380952380952
485772,LLL,0.816,0.816,NULL,INSTR_012,0,NULL,0.3
487543,LLL,0.552,0.552,NULL,INSTR_012,0,NULL,0.5
491170,LLL,0.49,0.49,NULL,INSTR_012,0,NULL,0.333333333333333
509935,LLL,0.68,0.68,NULL,INSTR_012,0,NULL,0
514633,LLL,0.56,0.56,NULL,INSTR_012,0,NULL,0.5
526601,LLL,0.666666666666667,0.666666666666667,NULL,INSTR_012,0,NULL,0.157894736842105
551252,LLL,0.886,0.886,NULL,INSTR_012,0,NULL,0.909090909090909
558054,LLL,0.84,0.84,NULL,INSTR_012,0,NULL,0
567160,LLL,0.824,0.824,NULL,INSTR_012,0,NULL,0
567363,LLL,0.973333333333333,0.973333333333333,NULL,INSTR_012,0,NULL,1
570168,LLL,0.709333333333333,0.709333333333333,NULL,INSTR_012,0,NULL,0.593137254901961
172965,OOO,0.865,0.865,NULL,INSTR_015,0,NULL,0.692307692307692
248270,OOO,0.8,0.8,NULL,INSTR_015,0,NULL,0.428571428571429
298777,OOO,0.7,0.7,NULL,INSTR_015,0,NULL,0.5
334224,OOO,0.52,0.52,NULL,INSTR_015,0,NULL,0.303571428571429
382738,OOO,0.49,0.49,NULL,INSTR_015,0,NULL,0
441165,OOO,0.58,0.58,NULL,INSTR_015,0,NULL,0.0333333333333333
478784,OOO,1,1,NULL,INSTR_015,0,NULL,0.0909090909090909
520400,OOO,0.773333333333333,0.773333333333333,NULL,INSTR_015,0,NULL,0.764705882352941
531646,OOO,0.435,0.435,NULL,INSTR_015,0,NULL,0.166666666666667
534203,OOO,0.6,0.6,NULL,INSTR_015,0,NULL,0.538461538461538
535707,OOO,0.426666666666667,0.426666666666667,NULL,INSTR_015,0,NULL,0
544296,OOO,0.426666666666667,0.426666666666667,NULL,INSTR_015,0,NULL,0
545118,OOO,0.483333333333333,0.483333333333333,NULL,INSTR_015,0,NULL,0.0645161290322581
560207,OOO,0.8,0.8,NULL,INSTR_015,0,NULL,0.0392156862745098
574512,OOO,1,1,NULL,INSTR_015,0,NULL,0.25
582117,OOO,0.85,0.85,NULL,INSTR_015,0,NULL,0.4
591946,OOO,0.7,0.7,NULL,INSTR_015,0,NULL,0.0434782608695652
592631,OOO,0.93,0.93,NULL,INSTR_015,0,NULL,0.0189873417721519
594417,OOO,0.65,0.65,NULL,INSTR_015,0,NULL,0
594771,OOO,0.8,0.8,NULL,INSTR_015,0,NULL,0
608907,GGG,0.8,0.8,NULL,INSTR_007,0,NULL,0
610597,GGG,0.876,0.876,NULL,INSTR_007,0,NULL,0
615327,GGG,0.7,0.7,NULL,INSTR_007,0,NULL,0
617014,GGG,0.7925,0.7925,NULL,INSTR_007,0,NULL,0
623416,GGG,0.68,0.68,NULL,INSTR_007,0,NULL,0
625588,GGG,0.7975,0.7975,NULL,INSTR_007,0,NULL,0.111111111111111
628846,GGG,0.815,0.815,NULL,INSTR_007,0,NULL,0.09375
632339,GGG,0.835,0.835,NULL,INSTR_007,0,NULL,0.08
642550,GGG,0.92,0.92,NULL,INSTR_007,0,NULL,0
645326,GGG,0.876,0.876,NULL,INSTR_007,0,NULL,0
649905,GGG,0.7,0.7,NULL,INSTR_007,0,NULL,0
651659,GGG,0.94,0.94,NULL,INSTR_007,0,NULL,0
